4.91210,4.90680,4.90640,4.90770,4.90870,4.91040,4.91490,4.91670,4.91700,4.91760,4.91820,4.91730,4.91700,4.91750,4.91840,4.91820,4.91170,4.90480,4.90380,4.90730,4.91060,4.91240,4.91330,4.91370,4.91570,4.91720,4.91590,4.91030,4.88340,4.84500,4.83820,4.87000,4.87390,4.85040,4.84620,4.87510,4.90210,4.90830,4.90570,4.90360,4.90300,4.89370,4.84580,4.77240,4.75280,4.78120,4.78900,4.80120,4.84100,4.88710,4.90420,4.89460,4.88460,4.90860,4.91170,4.91460,4.90940,4.90400,4.90100,4.90320,4.91030,4.91480,4.91460,4.91440,4.91510,4.91210,4.91110,4.91450,4.91520,4.91530,4.91390,4.91470,4.91560,4.91120,4.90130,4.90420,4.91180,4.91890,4.93180
4.89450,4.88820,4.88760,4.88930,4.89040,4.89240,4.89790,4.90010,4.90040,4.90120,4.90180,4.90080,4.90040,4.90100,4.90210,4.90190,4.89410,4.88570,4.88450,4.88880,4.89270,4.89490,4.89600,4.89640,4.89890,4.90060,4.89910,4.89230,4.86000,4.81380,4.80550,4.84390,4.84860,4.82020,4.81510,4.84990,4.88250,4.88990,4.88680,4.88430,4.88350,4.87230,4.81470,4.72600,4.70240,4.73670,4.74610,4.76090,4.80890,4.86440,4.88500,4.87350,4.86140,4.89030,4.89400,4.89750,4.89120,4.88470,4.88110,4.88380,4.89230,4.89780,4.89750,4.89730,4.89810,4.89450,4.89330,4.89740,4.89830,4.89840,4.89670,4.89770,4.89870,4.89340,4.88150,4.88500,4.89420,4.90270,4.91820
4.87330,4.86570,4.86510,4.86700,4.86840,4.87090,4.87750,4.88010,4.88040,4.88140,4.88210,4.88090,4.88050,4.88120,4.88250,4.88220,4.87290,4.86280,4.86130,4.86650,4.87110,4.87380,4.87510,4.87560,4.87860,4.88070,4.87890,4.87070,4.83180,4.77600,4.76610,4.81240,4.81810,4.78380,4.77770,4.81970,4.85890,4.86790,4.86400,4.86100,4.86010,4.84670,4.77720,4.66990,4.64120,4.68280,4.69420,4.71210,4.77010,4.83710,4.86190,4.84800,4.83350,4.86830,4.87270,4.87690,4.86940,4.86160,4.85720,4.86050,4.87070,4.87730,4.87700,4.87670,4.87770,4.87330,4.87190,4.87680,4.87790,4.87800,4.87600,4.87710,4.87840,4.87200,4.85770,4.86200,4.87290,4.88320,4.90190
4.84790,4.83870,4.83790,4.84030,4.84190,4.84490,4.85290,4.85600,4.85640,4.85750,4.85850,4.85700,4.85640,4.85740,4.85890,4.85860,4.84730,4.83510,4.83340,4.83960,4.84520,4.84850,4.85000,4.85060,4.85420,4.85680,4.85460,4.84470,4.79780,4.73040,4.71840,4.77440,4.78120,4.73990,4.73250,4.78320,4.83050,4.84130,4.83670,4.83310,4.83200,4.81570,4.73190,4.60180,4.56690,4.61740,4.63130,4.65300,4.72330,4.80420,4.83410,4.81740,4.79990,4.84180,4.84710,4.85220,4.84320,4.83370,4.82850,4.83240,4.84470,4.85270,4.85230,4.85190,4.85310,4.84790,4.84620,4.85210,4.85340,4.85350,4.85110,4.85250,4.85400,4.84630,4.82900,4.83420,4.84740,4.85980,4.88230
4.81720,4.80610,4.80520,4.80800,4.81000,4.81360,4.82320,4.82700,4.82750,4.82880,4.82990,4.82820,4.82750,4.82860,4.83040,4.83010,4.81650,4.80180,4.79980,4.80720,4.81400,4.81790,4.81980,4.82050,4.82490,4.82790,4.82520,4.81340,4.75680,4.67520,4.66060,4.72850,4.73670,4.68670,4.67770,4.73910,4.79620,4.80920,4.80370,4.79930,4.79800,4.77840,4.67700,4.51880,4.47610,4.53790,4.55480,4.58120,4.66660,4.76450,4.80050,4.78040,4.75930,4.80980,4.81630,4.82240,4.81150,4.80020,4.79380,4.79850,4.81340,4.82300,4.82250,4.82210,4.82350,4.81720,4.81520,4.82220,4.82380,4.82400,4.82110,4.82270,4.82460,4.81530,4.79450,4.80070,4.81660,4.83150,4.85860
4.78010,4.76680,4.76570,4.76910,4.77150,4.77580,4.78740,4.79200,4.79260,4.79420,4.79560,4.79350,4.79270,4.79400,4.79610,4.79580,4.77930,4.76160,4.75910,4.76810,4.77630,4.78100,4.78330,4.78420,4.78940,4.79310,4.78990,4.77560,4.70720,4.60820,4.59050,4.67290,4.68290,4.62220,4.61120,4.68570,4.75480,4.77060,4.76390,4.75860,4.75700,4.73330,4.61040,4.41730,4.36500,4.44070,4.46140,4.49370,4.59770,4.71650,4.76010,4.73570,4.71020,4.77130,4.77910,4.78650,4.77330,4.75960,4.75190,4.75760,4.77560,4.78720,4.78660,4.78610,4.78780,4.78020,4.77770,4.78630,4.78820,4.78840,4.78490,4.78690,4.78910,4.77780,4.75270,4.76020,4.77950,4.79750,4.83010
4.73540,4.71930,4.71800,4.72210,4.72490,4.73020,4.74420,4.74980,4.75040,4.75240,4.75410,4.75160,4.75050,4.75220,4.75480,4.75430,4.73450,4.71300,4.71000,4.72090,4.73080,4.73650,4.73920,4.74030,4.74670,4.75110,4.74720,4.72990,4.64700,4.52670,4.50500,4.60540,4.61750,4.54370,4.53030,4.62100,4.70480,4.72390,4.71580,4.70940,4.70750,4.67870,4.52930,4.29260,4.22810,4.32140,4.34690,4.38660,4.51390,4.65830,4.71110,4.68160,4.65070,4.72470,4.73420,4.74310,4.72720,4.71060,4.70130,4.70820,4.72990,4.74390,4.74320,4.74260,4.74470,4.73550,4.73250,4.74280,4.74520,4.74540,4.74110,4.74350,4.74620,4.73260,4.70220,4.71130,4.73460,4.75640,4.79580
4.68130,4.66170,4.66010,4.66510,4.66860,4.67500,4.69200,4.69870,4.69950,4.70190,4.70390,4.70080,4.69960,4.70160,4.70470,4.70420,4.68010,4.65420,4.65050,4.66370,4.67570,4.68260,4.68590,4.68720,4.69490,4.70020,4.69560,4.67460,4.57390,4.42700,4.40050,4.52320,4.53800,4.44780,4.43150,4.54230,4.64420,4.66730,4.65740,4.64970,4.64740,4.61250,4.43020,4.13830,4.05790,4.17410,4.20560,4.25480,4.41130,4.58770,4.65180,4.61600,4.57840,4.66830,4.67980,4.69060,4.67130,4.65120,4.63990,4.64830,4.67460,4.69160,4.69070,4.69000,4.69250,4.68140,4.67770,4.69030,4.69310,4.69330,4.68820,4.69110,4.69440,4.67790,4.64100,4.65200,4.68030,4.70670,4.75430
4.61560,4.59180,4.58980,4.59590,4.60010,4.60790,4.62850,4.63670,4.63770,4.64060,4.64300,4.63930,4.63780,4.64020,4.64400,4.64340,4.61410,4.58260,4.57810,4.59420,4.60880,4.61720,4.62120,4.62280,4.63210,4.63860,4.63290,4.60750,4.48480,4.30460,4.27180,4.42270,4.44080,4.33010,4.31010,4.44610,4.57040,4.59850,4.58660,4.57720,4.57430,4.53190,4.30850,3.94560,3.84420,3.99040,4.02990,4.09120,4.28520,4.50160,4.57980,4.53620,4.49030,4.59980,4.61370,4.62690,4.60340,4.57900,4.56520,4.57540,4.60740,4.62810,4.62700,4.62620,4.62920,4.61570,4.61130,4.62650,4.62990,4.63020,4.62400,4.62750,4.63150,4.61150,4.56660,4.58000,4.61440,4.64640,4.70420
4.53560,4.50660,4.50420,4.51170,4.51680,4.52630,4.55140,4.56140,4.56260,4.56620,4.56910,4.56460,4.56270,4.56570,4.57030,4.56950,4.53390,4.49540,4.48990,4.50950,4.52730,4.53760,4.54250,4.54450,4.55580,4.56370,4.55680,4.52580,4.37580,4.15360,4.11300,4.29950,4.32180,4.18530,4.16050,4.32830,4.48060,4.51490,4.50030,4.48880,4.48540,4.43350,4.15870,3.70310,3.57300,3.75960,3.80970,3.88710,4.12960,4.39640,4.49200,4.43870,4.38250,4.51640,4.53340,4.54940,4.52080,4.49100,4.47420,4.48670,4.52570,4.55090,4.54960,4.54860,4.55220,4.53580,4.53040,4.54890,4.55310,4.55350,4.54590,4.55020,4.55510,4.53070,4.47590,4.49230,4.53420,4.57320,4.64340
